"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"10466",66998,"Psmd5","HighConf","Yes",NA,"Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Cdkn1b, Psmd11, Plk1, Orc1, Psmb8, Psmc2, Psmb9, Cdk2, Anapc5, Dvl2, Anapc10, Pttg1, Psmb10, Psme4, Skp2, Psmb6, Psma4, Cdc6, Bub1b, Cdc23, Psmb7, Anapc7, Cdc25a, Dvl1, Psma2, Psmd10, Psmb2, Psmb3, Psma6, Psma5, Psmc4, Cdkn1a, Psma3","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), IL-17 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1)"
"10469",57296,"Psmd8","HighConf","Yes","Proteasome",NA,NA
"10471",19186,"Psme1","HighConf","Yes","Proteasome","Ube2e1, Tnf, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Psme4, Cul3, Cdc25a, Orc1, Psmd2, Psmc4, Psmb7, Cdc6, Psmd10, Psma3, Psma2, Cdk2, Cdc20, Psmd5, Dvl1, Anapc7, Cdkn1b, Skp2, Ube2d1, Psma4, Psme2b, Cdc23, Psmb9, Plk1, Pttg1, Cdkn1a, Psmd11, Anapc10, Psma5, Psmb10, Psme2, Psmb3, Bub1b, Psmb2, Aurkb, Psmc2, Psma6, Psmb8, Dvl2, Psmb6, Anapc5","Proteasome (19), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (4), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Hedgehog signaling pathway (2), IL-17 signaling pathway (2), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), ErbB signaling pathway (2), MAPK signaling pathway (2), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), Cytokine-cytokine receptor interaction (1), Insulin resistance (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Fc epsilon RI signaling pathway (1), Adipocytokine signaling pathway (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1)"
"10472",19188,"Psme2","HighConf","Yes","Proteasome","Psme1, Tnf, Psmb10, Psmb7, Psma4, Psmb6","Proteasome (5), Cytokine-cytokine receptor interaction (1), mTOR signaling pathway (1), IL-17 signaling pathway (1), Insulin resistance (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Fc epsilon RI signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Adipocytokine signaling pathway (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1)"
"10473",621823,"Psme2b","HighConf","Yes","Proteasome","Psme1, Psmb7, Psmb6, Psmb10, Psma4","Proteasome (5)"
"10475",103554,"Psme4","HighConf","Yes","Proteasome","Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Psma5, Psmb6, Skp2, Cdc25a, Dvl1, Orc1, Plk1, Psmd11, Psmb3, Psma3, Psmb8, Cdc6, Pomp, Dvl2, Psmb2","Proteasome (18), Cell cycle (12), Ubiquitin mediated proteolysis (10), Oocyte meiosis (7), Progesterone-mediated oocyte maturation (6), mTOR signaling pathway (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), FoxO signaling pathway (2), Hedgehog signaling pathway (2), Cellular senescence (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10501",19211,"Pten","HighConf","Yes","Autophagy - animal, Cellular senescence, Phosphatidylinositol signaling system, FoxO signaling pathway, Inositol phosphate metabolism, Sphingolipid signaling pathway, Insulin resistance, mTOR signaling pathway, p53 signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, EGFR tyrosine kinase inhibitor resistance","Plcg1, Ptk2, Inpp5d, Pikfyve, Akt3, Pik3cd, Pik3ca, Synj1, Pik3r2, Pik3c3, Pik3r5, Plcb3, Plcd3, Akt2, Pip4k2c, Pi4k2a, Pip4k2b, Pik3c2a, Itpk1, Pip5k1b, Mtm1, Pip5k1c, Pi4k2b, Inpp5k, Synj2, Magi2, Inpp5b, Inpp5e, Usp7, Pik3r1, Akt1","Phosphatidylinositol signaling system (24), Inositol phosphate metabolism (22), Longevity regulating pathway (14), Phospholipase D signaling pathway (12), Fc gamma R-mediated phagocytosis (11), Rap1 signaling pathway (10), Regulation of actin cytoskeleton (10), AGE-RAGE signaling pathway in diabetic complications (10), Thyroid hormone signaling pathway (10), Focal adhesion (9), Cholinergic synapse (9), PI3K-Akt signaling pathway (9), VEGF signaling pathway (9), Platelet activation (9), Fc epsilon RI signaling pathway (9), ErbB signaling pathway (9), Chemokine signaling pathway (9), EGFR tyrosine kinase inhibitor resistance (8), HIF-1 signaling pathway (8), Relaxin signaling pathway (8), Insulin signaling pathway (8), Endocrine resistance (8), Ras signaling pathway (8), Sphingolipid signaling pathway (8), B cell receptor signaling pathway (8), T cell receptor signaling pathway (8), Neurotrophin signaling pathway (8), FoxO signaling pathway (8), Autophagy - animal (8), Regulation of lipolysis in adipocytes (7), cAMP signaling pathway (7), Signaling pathways regulating pluripotency of stem cells (7), Longevity regulating pathway - multiple species (7), Progesterone-mediated oocyte maturation (7), mTOR signaling pathway (7), Insulin resistance (7), Platinum drug resistance (7), Jak-STAT signaling pathway (7), TNF signaling pathway (7), Apoptosis (7), Toll-like receptor signaling pathway (7), Prolactin signaling pathway (7), AMPK signaling pathway (7), Cellular senescence (7), Osteoclast differentiation (7), Axon guidance (6), Apelin signaling pathway (6), Natural killer cell mediated cytotoxicity (5), Dopaminergic synapse (4), Glucagon signaling pathway (4), Adipocytokine signaling pathway (3), MAPK signaling pathway (3), Endocytosis (2), Oxytocin signaling pathway (2), Wnt signaling pathway (1), GnRH signaling pathway (1), NOD-like receptor signaling pathway (1), Autophagy - other (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), NF-kappa B signaling pathway (1)"
"10505",19217,"Ptger2","HighConf","Yes","cAMP signaling pathway","Hrh2, Adora2b, Ptger4, Adcy7, Htr7, Adrb2, Gnb1","Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), cAMP signaling pathway (2), Relaxin signaling pathway (2), Longevity regulating pathway (2), Chemokine signaling pathway (2), Oocyte meiosis (1), Purine metabolism (1), Phospholipase D signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Dopaminergic synapse (1), PI3K-Akt signaling pathway (1)"
"10507",19219,"Ptger4","HighConf","Yes",NA,"Htr7, Adora2b, Ptger2, Hrh2, Adrb2, Adcy7, Gnb1","cAMP signaling pathway (3), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), Rap1 signaling pathway (2), Relaxin signaling pathway (2), Longevity regulating pathway (2), Chemokine signaling pathway (2), Ras signaling pathway (2), Oocyte meiosis (1), Purine metabolism (1), Phospholipase D signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Dopaminergic synapse (1), PI3K-Akt signaling pathway (1)"
"10508",64292,"Ptges","HighConf","Yes",NA,"Ptgs2","Regulation of lipolysis in adipocytes (1), VEGF signaling pathway (1), IL-17 signaling pathway (1), Oxytocin signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1)"
"10518",19225,"Ptgs2","HighConf","Yes","TNF signaling pathway, NF-kappa B signaling pathway, Oxytocin signaling pathway, IL-17 signaling pathway, VEGF signaling pathway, Regulation of lipolysis in adipocytes","Pla2g6, Pla2g16, Nfatc2, Cyp2u1, Ptges, Pla2g4a, Apc","Ras signaling pathway (3), VEGF signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Oxytocin signaling pathway (2), Wnt signaling pathway (2), Phospholipase D signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Fc epsilon RI signaling pathway (1), Necroptosis (1), MAPK signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Regulation of actin cytoskeleton (1), Axon guidance (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Natural killer cell mediated cytotoxicity (1), B cell receptor signaling pathway (1), T cell receptor signaling pathway (1), Cellular senescence (1), Osteoclast differentiation (1), Regulation of lipolysis in adipocytes (1)"
"10523",14083,"Ptk2","HighConf","Yes","Chemokine signaling pathway, ErbB signaling pathway, Endocrine resistance, Regulation of actin cytoskeleton, VEGF signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, Axon guidance","Mapk14, Sos1, Actb, Actg1, Lyn, Stat1, Met, Vav2, Kdr, Spta1, Itgb3, Pias1, Socs3, Pik3cd, Pik3ca, Casp7, Nras, Flt4, Pik3r2, Hck, Pik3r5, Rap1b, Itga6, Wasl, Actr3, Prkx, Itgb8, Sdc4, Sptbn2, Nckipsd, Apbb1ip, Sptbn4, Prkaca, Actr2, Cdc42, Arpc2, Nck2, Arpc5, Flt1, Shc1, Fyn, Pik3r1, Crk, Src, Pten, Nedd9, Itga4, Plcg1","Focal adhesion (23), Rap1 signaling pathway (19), Regulation of actin cytoskeleton (19), Chemokine signaling pathway (17), PI3K-Akt signaling pathway (16), Ras signaling pathway (15), Platelet activation (15), Fc gamma R-mediated phagocytosis (13), EGFR tyrosine kinase inhibitor resistance (12), Thyroid hormone signaling pathway (12), T cell receptor signaling pathway (12), Neurotrophin signaling pathway (12), Longevity regulating pathway (12), Axon guidance (11), Fc epsilon RI signaling pathway (11), ErbB signaling pathway (11), Prolactin signaling pathway (11), Phospholipase D signaling pathway (10), VEGF signaling pathway (10), Natural killer cell mediated cytotoxicity (10), Relaxin signaling pathway (10), Insulin signaling pathway (10), Endocrine resistance (10), Apoptosis (10), AGE-RAGE signaling pathway in diabetic complications (9), Osteoclast differentiation (9), Tight junction (8), Cholinergic synapse (8), Sphingolipid signaling pathway (8), FoxO signaling pathway (8), Jak-STAT signaling pathway (8), B cell receptor signaling pathway (8), MAPK signaling pathway (7), cAMP signaling pathway (7), Autophagy - animal (7), mTOR signaling pathway (7), Cellular senescence (7), TNF signaling pathway (7), HIF-1 signaling pathway (6), Phosphatidylinositol signaling system (6), GnRH signaling pathway (6), Longevity regulating pathway - multiple species (6), Progesterone-mediated oocyte maturation (6), Oxytocin signaling pathway (6), Insulin resistance (6), Signaling pathways regulating pluripotency of stem cells (6), Toll-like receptor signaling pathway (6), Endocytosis (5), Regulation of lipolysis in adipocytes (5), Inositol phosphate metabolism (4), Cytokine-cytokine receptor interaction (4), Platinum drug resistance (4), AMPK signaling pathway (4), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), Apelin signaling pathway (3), NF-kappa B signaling pathway (2), Dopaminergic synapse (2), Mitophagy - animal (2), Ubiquitin mediated proteolysis (2), NOD-like receptor signaling pathway (2), Glucagon signaling pathway (1), Hedgehog signaling pathway (1), Vasopressin-regulated water reabsorption (1), Wnt signaling pathway (1), Oocyte meiosis (1), p53 signaling pathway (1), Apoptosis - multiple species (1), Adipocytokine signaling pathway (1), Necroptosis (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"10524",19229,"Ptk2b","HighConf","Yes","Chemokine signaling pathway, Natural killer cell mediated cytotoxicity, GnRH signaling pathway, Phospholipase D signaling pathway","Sirpb1b, Gm5150, Il2ra, Sirpa, Jak1, Hck, Rac3, Cd47, Il2rg, Fyn, Lyn, Crk, Src","Chemokine signaling pathway (4), Focal adhesion (4), Osteoclast differentiation (4), Fc gamma R-mediated phagocytosis (3), Platelet activation (3), Fc epsilon RI signaling pathway (3), PI3K-Akt signaling pathway (3), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), Jak-STAT signaling pathway (3), Endocytosis (3), Axon guidance (3), Rap1 signaling pathway (3), Regulation of actin cytoskeleton (3), B cell receptor signaling pathway (2), Cytokine-cytokine receptor interaction (2), Natural killer cell mediated cytotoxicity (2), Sphingolipid signaling pathway (2), ErbB signaling pathway (2), MAPK signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), VEGF signaling pathway (2), NF-kappa B signaling pathway (1), Cholinergic synapse (1), Phospholipase D signaling pathway (1), T cell receptor signaling pathway (1), Insulin signaling pathway (1), Neurotrophin signaling pathway (1), Relaxin signaling pathway (1), Tight junction (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Prolactin signaling pathway (1), Mitophagy - animal (1), Wnt signaling pathway (1), cAMP signaling pathway (1), Ras signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Necroptosis (1), NOD-like receptor signaling pathway (1)"
"10541",19255,"Ptpn2","HighConf","Yes","Jak-STAT signaling pathway","Stat1","Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Prolactin signaling pathway (1), NOD-like receptor signaling pathway (1), Chemokine signaling pathway (1), Osteoclast differentiation (1)"
"10549",320139,"Ptpn7","HighConf","Yes","MAPK signaling pathway","Mapk9, Mapk8, Mapk14","Apoptosis (4), Dopaminergic synapse (3), Th1 and Th2 cell differentiation (3), Relaxin signaling pathway (3), Th17 cell differentiation (3), Progesterone-mediated oocyte maturation (3), IL-17 signaling pathway (3), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Endocrine resistance (3), AGE-RAGE signaling pathway in diabetic complications (3), Sphingolipid signaling pathway (3), TNF signaling pathway (3), Neurotrophin signaling pathway (3), Toll-like receptor signaling pathway (3), FoxO signaling pathway (3), Prolactin signaling pathway (3), NOD-like receptor signaling pathway (3), MAPK signaling pathway (3), Osteoclast differentiation (3), RIG-I-like receptor signaling pathway (3), Focal adhesion (2), Wnt signaling pathway (2), cAMP signaling pathway (2), Insulin signaling pathway (2), Tight junction (2), Insulin resistance (2), Apoptosis - multiple species (2), Ras signaling pathway (2), Adipocytokine signaling pathway (2), ErbB signaling pathway (2), Necroptosis (2), Mitophagy - animal (2), Autophagy - animal (2), T cell receptor signaling pathway (2), Rap1 signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), VEGF signaling pathway (1), Platelet activation (1), Cellular senescence (1)"
"10552",19264,"Ptprc","HighConf","Yes","T cell receptor signaling pathway, Fc gamma R-mediated phagocytosis",NA,NA
"10555",19268,"Ptprf","MedConf","Yes","Insulin resistance, Insulin signaling pathway","Insr","Longevity regulating pathway (2), Regulation of lipolysis in adipocytes (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), HIF-1 signaling pathway (1), Phospholipase D signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin signaling pathway (1), mTOR signaling pathway (1), Insulin resistance (1), Ras signaling pathway (1), FoxO signaling pathway (1), AMPK signaling pathway (1)"
"10571",30939,"Pttg1","HighConf","Yes","Cell cycle, Oocyte meiosis","Anapc5, Anapc7, Anapc10, Cdc23, Psmd10, Psmd5, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Psmb2, Psma3, Psme4, Plk1, Psmc4, Psma4, Psmb10, Psmd11, Psma6, Psma5, Psma2, Psmb6, Psmb3, Psmb9, Psmb8, Psmc2, Psmb7","Proteasome (18), Ubiquitin mediated proteolysis (7), Oocyte meiosis (6), Cell cycle (6), Progesterone-mediated oocyte maturation (5), FoxO signaling pathway (1), IL-17 signaling pathway (1)"
"10578",19291,"Purb","MedConf","Yes",NA,"E2f6, Rfc3","Mismatch repair (1)"
"10600",66824,"Pycard","MedConf","Yes","NOD-like receptor signaling pathway, Necroptosis, Cytosolic DNA-sensing pathway","Il18, Casp1, Nlrc4, Aim2","NOD-like receptor signaling pathway (4), Cytosolic DNA-sensing pathway (3), Necroptosis (1), Cytokine-cytokine receptor interaction (1)"
"10605",110095,"Pygl","MedConf","Yes","Necroptosis, Insulin resistance, Insulin signaling pathway, Glucagon signaling pathway","Agl, Gys1, Pgm1, Pgm2l1","Purine metabolism (1), Glucagon signaling pathway (1), PI3K-Akt signaling pathway (1), Insulin signaling pathway (1), Insulin resistance (1), AMPK signaling pathway (1)"
"10607",68911,"Pygo2","HighConf","Yes",NA,"Bcl9, Hdac1, Apc","Wnt signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Regulation of actin cytoskeleton (1), Longevity regulating pathway - multiple species (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Cell cycle (1)"
"10613",19317,"Qk","MedConf","Yes",NA,"Med13, Med15, Med27, Med25, Med29, Med1","Thyroid hormone signaling pathway (3), Endocrine resistance (1)"
"10631",19325,"Rab10","HighConf","Yes","Endocytosis, AMPK signaling pathway","Stxbp3, Tbc1d1, Myh9, Tbc1d4, Akt2, Exoc6, Aspscr1, Rab8a, Snap23, Exoc8, Vamp2, Lnpep, Exoc4, Stx4a, Exoc2","AMPK signaling pathway (3), Insulin resistance (2), Thyroid hormone signaling pathway (2), Platelet activation (2), Ras signaling pathway (2), Longevity regulating pathway (2), Vasopressin-regulated water reabsorption (2), Tight junction (2), Dopaminergic synapse (1), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), Apelin signaling pathway (1), Cholinergic synapse (1), cAMP signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), HIF-1 signaling pathway (1), Relaxin signaling pathway (1), Phospholipase D signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Longevity regulating pathway - multiple species (1), VEGF signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), mTOR signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Fc epsilon RI signaling pathway (1), Endocrine resistance (1), AGE-RAGE signaling pathway in diabetic complications (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Adipocytokine signaling pathway (1), Sphingolipid signaling pathway (1), ErbB signaling pathway (1), B cell receptor signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), T cell receptor signaling pathway (1), Neurotrophin signaling pathway (1), Toll-like receptor signaling pathway (1), FoxO signaling pathway (1), Prolactin signaling pathway (1), Cellular senescence (1), Autophagy - animal (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Osteoclast differentiation (1), Endocytosis (1), Regulation of actin cytoskeleton (1)"
"10635",75767,"Rab11fip1","HighConf","Yes","Endocytosis",NA,NA
"10636",74998,"Rab11fip2","HighConf","Yes","Endocytosis","Prkaca","Longevity regulating pathway (2), Dopaminergic synapse (1), Glucagon signaling pathway (1), Hedgehog signaling pathway (1), Regulation of lipolysis in adipocytes (1), Vasopressin-regulated water reabsorption (1), Apelin signaling pathway (1), Wnt signaling pathway (1), Cholinergic synapse (1), Oocyte meiosis (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), Tight junction (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Ras signaling pathway (1), Thyroid hormone signaling pathway (1), Autophagy - animal (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
