"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"13436",6233,"RPS27A","MedConf","Yes","Ribosome","PSMA4, PPP2CB, MAP3K7, RIPK1, IKBKB, RELA, RPL23A, RPL4, RSRC1, RPL24, RPS2, RPS8, RPLP2, RPL31, GNB2L1, RPL32, RPL19, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, MCM8, STAT1, USP1, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, SRP68, PLK1, YOD1, CHMP2A, EIF4B, CDC42, PARD3, EIF4G1, SMAD4, ACACB, PDGFRB, NCSTN, VPS36, SRP54, SEC61A1, EPAS1, FANCG, TSG101, SEC11C, BUB1B, ITGB3BP, JAG1, SCNN1G, WNT3A, EIF4A1, EHMT1, CSF1R, PSMF1, EPN1, CXCL8, ZNRF3, RSPO2, CDC34, CYLD, VPS37C, DTX1, SCNN1A, FANCE, GMNN, HECW1, GYS2, DDX41, RSPO3, WDR31, OTUD5, PSMA5, PRICKLE1, STUB1, PSMB5, PSMC4, UBB, VCP, PSMD7, PSMB1, UBC, PSMB4, PSMD12, PSMD1, PSMC1, PSMA3, PARK2, PSMA7, PSMA1, NGFR, PSMB2, PSMD2, PSMA6, PSMC2, PSMC5, PSMD6, PSMD3, EGFR, PCNA, PSMD11","Proteasome (22), Ribosome (14), RNA transport (11), PI3K-Akt signaling pathway (9), Ras signaling pathway (7), RIG-I-like receptor signaling pathway (7), Rap1 signaling pathway (6), MAPK signaling pathway (6), Osteoclast differentiation (6), Chemokine signaling pathway (6), NOD-like receptor signaling pathway (6), Toll-like receptor signaling pathway (6), Cytokine-cytokine receptor interaction (5), AGE-RAGE signaling pathway in diabetic complications (5), NF-kappa B signaling pathway (5), TNF signaling pathway (5), Cell cycle (4), Th1 and Th2 cell differentiation (4), Protein export (4), Th17 cell differentiation (4), T cell receptor signaling pathway (4), Apoptosis (4), Phospholipase D signaling pathway (3), Focal adhesion (3), Regulation of actin cytoskeleton (3), Mitophagy - animal (3), Notch signaling pathway (3), GnRH signaling pathway (2), Relaxin signaling pathway (2), Aldosterone-regulated sodium reabsorption (2), Sphingolipid signaling pathway (2), Base excision repair (1), Hematopoietic cell lineage (1), Lysine degradation (1), Phagosome (1), Neuroactive ligand-receptor interaction (1), Fc gamma R-mediated phagocytosis (1), Leukocyte transendothelial migration (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), cAMP signaling pathway (1), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1)"
"13444",140032,"RPS4Y2","HighConf","Yes","Ribosome",NA,NA
"13458",6202,"RPS8","MedConf","Yes","Ribosome","RPLP2, RPL31, GNB2L1, RPL32, RPL19, NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, WDR31, RPS2, NOP2, RPL24, RPS27A, UBC, RPL23A, RSRC1, RPL4","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13475",6239,"RREB1","MedConf","Yes",NA,"HDAC2","Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"13482",8568,"RRP1","HighConf","Yes",NA,"NIFK, NOP2, CSNK2A2, UBC","Mitophagy - animal (1), NF-kappa B signaling pathway (1)"
"13488",23378,"RRP8","MedConf","Yes",NA,"BAHD1, SUV39H1","Lysine degradation (1)"
"13489",9136,"RRP9","MedConf","Yes",NA,"NIFK, THOC1, UBC","Spliceosome (1), RNA transport (1)"
"13509",340419,"RSPO2","MedConf","Yes",NA,"RSPO3, UBC, RPS27A, ZNRF3, UBB","Ribosome (1), Mitophagy - animal (1)"
"13510",84870,"RSPO3","MedConf","Yes",NA,"ZNRF3, UBB, RSPO2, UBC, RPS27A","Ribosome (1), Mitophagy - animal (1)"
"13513",51319,"RSRC1","MedConf","Yes",NA,"RPS2, RPS8, GNB2L1, WDR31, RPS27A","Ribosome (3)"
"13528",57142,"RTN4","HighConf","Yes",NA,"NGFR, UBC","Ras signaling pathway (1), Rap1 signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"13545",861,"RUNX1","MedConf","Yes","Th17 cell differentiation","ELF4, SPI1, SUV39H1, JUN, SMAD4, HDAC2, YAP1, UBC","Osteoclast differentiation (2), Cell cycle (2), Th17 cell differentiation (2), AGE-RAGE signaling pathway in diabetic complications (2), Lysine degradation (1), Th1 and Th2 cell differentiation (1), Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Focal adhesion (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"13586",6279,"S100A8","HighConf","Yes",NA,"TLR4, MYD88, TIRAP, LY96","Toll-like receptor signaling pathway (4), NF-kappa B signaling pathway (4), NOD-like receptor signaling pathway (2), Phagosome (1), PI3K-Akt signaling pathway (1)"
"13594",9294,"S1PR2","MedConf","Yes","Neuroactive ligand-receptor interaction, Sphingolipid signaling pathway","HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, CXCL11, CXCL13, CXCR4, CXCR5, NMUR2, C5, GNAO1, HTR1A, OPRM1, SSTR4, GNAI3, GNA11, GNA15, DRD2, NPY, CCR8, CXCR3, CXCL8, MTNR1B, PNOC, AGT, PTGDR2","Neuroactive ligand-receptor interaction (10), Chemokine signaling pathway (8), Cytokine-cytokine receptor interaction (7), cAMP signaling pathway (6), Serotonergic synapse (3), Long-term depression (3), Dopaminergic synapse (3), Rap1 signaling pathway (3), Relaxin signaling pathway (3), Toll-like receptor signaling pathway (2), Renin secretion (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), GnRH signaling pathway (1), Insulin secretion (1), Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Platelet activation (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), PI3K-Akt signaling pathway (1)"
"13632",10284,"SAP18","MedConf","Yes","RNA transport",NA,NA
"13634",29115,"SAP30BP","MedConf","Yes",NA,"DYNC1H1, UBC, HDAC2, RBM39, MBD2, THOC1, SIN3A","Thyroid hormone signaling pathway (2), Cell cycle (1), Notch signaling pathway (1), Spliceosome (1), RNA transport (1), Phagosome (1), Vasopressin-regulated water reabsorption (1)"
"13653",6304,"SATB1","MedConf","Yes",NA,"UBE2I","NF-kappa B signaling pathway (1), RNA transport (1)"
"13711",10389,"SCML2","MedConf","Yes",NA,"HDAC2, PHC2, EZH1, SUZ12","Lysine degradation (1), Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"13728",6337,"SCNN1A","MedConf","Yes","Aldosterone-regulated sodium reabsorption","UBC, UBB, SCNN1G, RPS27A","Aldosterone-regulated sodium reabsorption (1), Ribosome (1), Mitophagy - animal (1)"
"13731",6340,"SCNN1G","MedConf","Yes","Aldosterone-regulated sodium reabsorption","SCNN1A, UBC, UBB, RPS27A","Ribosome (1), Mitophagy - animal (1), Aldosterone-regulated sodium reabsorption (1)"
"13744",6343,"SCT","MedConf","Yes",NA,"HRH2, CALCR, PTGIR, ADRB2, VIPR1, MC2R, GHRH, GPBAR1, HTR6, PTGER2, DRD5","Neuroactive ligand-receptor interaction (9), cAMP signaling pathway (5), Renin secretion (2), Dopaminergic synapse (1), Serotonergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Osteoclast differentiation (1)"
"13782",90701,"SEC11C","MedConf","Yes","Protein export","KLF4, RPL3, SRP68, RPL31, RPS8, RPL37, RPS2, RPL3L, RPL27, RPL19, RPL23A, RPL24, RPL32, RPS27A, UBC, RPL4, RPL26L1, SRP54, RPLP2, CDX2","Ribosome (15), Protein export (2)"
"13802",29927,"SEC61A1","MedConf","Yes","Phagosome, Protein export","PSMF1, SEC63, PSMA1, RPS27A, PSMC1, TMED10, PSMA5, PSMD11, PSMB2, PSMA6, PSMC5, PSMC2, PSMD1, PSMA4, PSMA7, UBB, PSMD7, PSMD2, PSMD6, UBC, PSMC4, DAD1, PSMD3, PSMB1, PSMA3, PSMD12, PSMB4, PSMB5","Proteasome (22), Ribosome (1), Mitophagy - animal (1), Protein export (1)"
"13807",11231,"SEC63","HighConf","Yes","Protein export","UBC, SEC61A1","Protein export (1), Phagosome (1)"
"13844",6406,"SEMG1","MedConf","Yes",NA,"ODAM, MFGE8, FGA, TTR, PRL","Jak-STAT signaling pathway (1), Neuroactive ligand-receptor interaction (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Thyroid hormone synthesis (1), Platelet activation (1)"
"13903",710,"SERPING1","MedConf","Yes",NA,"TGFB2, IGF2, ALDOA, PF4, A2M","Cytokine-cytokine receptor interaction (2), Chemokine signaling pathway (1), Cell cycle (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1)"
"13929",6419,"SETMAR","MedConf","Yes","Lysine degradation","PLOD3, TOP2A","Lysine degradation (1), Platinum drug resistance (1)"
"13938",23451,"SF3B1","HighConf","Yes","Spliceosome","EFTUD2, SF3B6, SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, CCDC97, PRPF8, MFAP1, PLRG1, SNW1, SF3B2, NIFK, CDC5L, UBC, XAB2, SNRPD3","Spliceosome (14), Notch signaling pathway (1), RNA transport (1)"
"13939",10992,"SF3B2","MedConf","Yes","Spliceosome","SF3B1, EFTUD2, SF3B6, SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, UBC, PRPF8, MFAP1, NDUFA1, THOC1, XAB2, PLRG1, SNRPD3, CDC5L","Spliceosome (14), RNA transport (2)"
"13943",51639,"SF3B6","HighConf","Yes","Spliceosome","SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, CCDC97, EFTUD2, MFAP1, SNRPD3, SF3B1, UBC, SF3B2, PRPF8","Spliceosome (10), RNA transport (1)"
"13947",2810,"SFN","MedConf","Yes","Aldosterone-regulated sodium reabsorption, Cell cycle","CCNB2, BRAF, CDC25B, MDM4, CSNK1G1, TBC1D4, ZNF385A, EGFR, HDAC4, YWHAH, YWHAG, UBC","Cell cycle (4), PI3K-Akt signaling pathway (3), MAPK signaling pathway (3), Focal adhesion (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Phospholipase D signaling pathway (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Ras signaling pathway (1), Cytokine-cytokine receptor interaction (1), Thyroid hormone signaling pathway (1), Long-term depression (1), Serotonergic synapse (1), cAMP signaling pathway (1), Chemokine signaling pathway (1)"
"13948",6421,"SFPQ","MedConf","Yes",NA,"PTBP1, UBC, SIN3A, CDC5L","Spliceosome (1), Thyroid hormone signaling pathway (1)"
"13984",8879,"SGPL1","HighConf","Yes","Sphingolipid signaling pathway","PPAP2A, SGPP2, UBC","Sphingolipid signaling pathway (1)"
"13986",130367,"SGPP2","HighConf","Yes","Sphingolipid signaling pathway","SMPD2, ASAH1, SGPL1, PPAP2A, CERS3","Sphingolipid signaling pathway (4)"
"14017",51100,"SH3GLB1","MedConf","Yes",NA,"PDGFRA, PGAM2, CSF1R, SH3GLB2, RET, EGFR, FGFR3, UBC","Ras signaling pathway (4), Rap1 signaling pathway (4), PI3K-Akt signaling pathway (4), MAPK signaling pathway (3), Regulation of actin cytoskeleton (3), Cytokine-cytokine receptor interaction (3), Phospholipase D signaling pathway (2), Focal adhesion (2), GnRH signaling pathway (1), Relaxin signaling pathway (1), Hematopoietic cell lineage (1), Osteoclast differentiation (1)"
"14018",56904,"SH3GLB2","MedConf","Yes",NA,"EGFR, UBC, SH3GLB1, RET, CSF1R, PDGFRA, FGFR3","Ras signaling pathway (4), Rap1 signaling pathway (4), PI3K-Akt signaling pathway (4), Cytokine-cytokine receptor interaction (3), MAPK signaling pathway (3), Regulation of actin cytoskeleton (3), Phospholipase D signaling pathway (2), Focal adhesion (2), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
"14035",25759,"SHC2","MedConf","Yes","Chemokine signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, Phospholipase D signaling pathway","FLT4, CSF1R, PTPN22, KRAS, FGFR3, PDGFRB, EGFR, PDGFRA, NGFR, SYK","PI3K-Akt signaling pathway (9), Ras signaling pathway (8), Rap1 signaling pathway (8), Cytokine-cytokine receptor interaction (6), Phospholipase D signaling pathway (5), MAPK signaling pathway (5), Regulation of actin cytoskeleton (5), Focal adhesion (4), GnRH signaling pathway (2), Fc epsilon RI signaling pathway (2), Relaxin signaling pathway (2), Osteoclast differentiation (2), Apoptosis (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Long-term depression (1), Mitophagy - animal (1), Aldosterone-regulated sodium reabsorption (1), Serotonergic synapse (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Platelet activation (1), Fc gamma R-mediated phagocytosis (1), NF-kappa B signaling pathway (1), Hematopoietic cell lineage (1)"
"14091",25942,"SIN3A","MedConf","Yes","Thyroid hormone signaling pathway","HDAC2, MBD2, CHD4, MTA2, MORF4L1, MAX, NR0B2, NCOA6, HCFC1, PHF12, COPS2, SAP30BP, OGT, SMAD4, SUFU, MBD3, BCL6, 11-Sep, ING1, SFPQ, SIN3B, RLIM, ZBTB16, PHF21A, UBC, PSMC1, HDAC4, PSMD12, PSMC2","Proteasome (3), Cell cycle (2), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"14092",23309,"SIN3B","MedConf","Yes",NA,"COPS2, PSMD12, MAX, SUFU, PSMC1, MORF4L1, PSMC2, PHF12, SIN3A, SMAD4, HDAC2, UBC","Proteasome (3), Cell cycle (2), Thyroid hormone signaling pathway (2), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Notch signaling pathway (1)"
"14098",10326,"SIRPB1","MedConf","Yes","Osteoclast differentiation",NA,NA
"14118",221150,"SKA3","MedConf","Yes",NA,"KIF18A, KIF4A, PLK1, POLB, BIRC5, BUB1B","Cell cycle (2), Base excision repair (1), Apoptosis (1), Platinum drug resistance (1)"
"14119",8631,"SKAP1","MedConf","Yes","Rap1 signaling pathway","LAT, RAP1A","Ras signaling pathway (2), Rap1 signaling pathway (2), Platelet activation (1), Focal adhesion (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), MAPK signaling pathway (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Fc gamma R-mediated phagocytosis (1), NF-kappa B signaling pathway (1)"
"14146",6556,"SLC11A1","MedConf","Yes",NA,"SPI1","Osteoclast differentiation (1)"
"14169",117247,"SLC16A10","HighConf","Yes","Thyroid hormone signaling pathway",NA,NA
"14192",6571,"SLC18A2","MedConf","Yes","Serotonergic synapse, Dopaminergic synapse",NA,NA
"14288",5172,"SLC26A4","MedConf","Yes","Thyroid hormone synthesis",NA,NA
"14306",6513,"SLC2A1","HighConf","Yes","Thyroid hormone signaling pathway, Insulin secretion","EPAS1, ARNT, MAX, UBC","MAPK signaling pathway (1)"
"14331",1317,"SLC31A1","MedConf","Yes","Platinum drug resistance",NA,NA
"14350",11046,"SLC35D2","MedConf","Yes",NA,"GPC2, AGRN, EXT2","ECM-receptor interaction (1)"
"14447",6528,"SLC5A5","MedConf","Yes","Thyroid hormone synthesis",NA,NA
"14464",6531,"SLC6A3","MedConf","Yes","Dopaminergic synapse","DRD2, UBC","Dopaminergic synapse (1), Neuroactive ligand-receptor interaction (1), cAMP signaling pathway (1), Rap1 signaling pathway (1)"
"14508",53919,"SLCO1C1","MedConf","Yes","Thyroid hormone signaling pathway",NA,NA
"14544",4086,"SMAD1","HighConf","Yes",NA,"PSMB4, SMAD4, YAP1, BMP7, BMPR1B, SMAD6, FOXH1, STUB1, UBC","Cytokine-cytokine receptor interaction (2), Cell cycle (1), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), Proteasome (1)"
"14547",4089,"SMAD4","HighConf","Yes","AGE-RAGE signaling pathway in diabetic complications, Th17 cell differentiation, Cell cycle","THOC2, EPAS1, PARP1, YAP1, ARNT, BMPR1B, KLF4, RUNX1, GATA3, COL1A2, SIN3B, SMAD6, FOXH1, DLX1, MAX, KAT2B, STUB1, ATF3, UBC, HDAC2, JUN, RPS27A, UBB, SP1, SIN3A, TGFB2, SMAD1, UBE2I, COPS5","Thyroid hormone signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), MAPK signaling pathway (3), Th17 cell differentiation (3), Mitophagy - animal (3), Notch signaling pathway (2), NF-kappa B signaling pathway (2), RNA transport (2), Cell cycle (2), Osteoclast differentiation (2), Cytokine-cytokine receptor interaction (2), Th1 and Th2 cell differentiation (2), Apoptosis (2), Relaxin signaling pathway (2), Focal adhesion (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Ribosome (1), Platelet activation (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1), Base excision repair (1), Spliceosome (1)"
"14549",4091,"SMAD6","MedConf","Yes",NA,"MAP3K7, BMPR1B, BMP7, SMAD1, SMAD4, TGFB2, UBC","Cytokine-cytokine receptor interaction (3), Cell cycle (2), AGE-RAGE signaling pathway in diabetic complications (2), Osteoclast differentiation (2), MAPK signaling pathway (2), Th17 cell differentiation (1), T cell receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"14567",6605,"SMARCE1","HighConf","Yes",NA,"JUN, KAT2B, IRF6, UBC, RELA","Th1 and Th2 cell differentiation (2), Th17 cell differentiation (2), Apoptosis (2), T cell receptor signaling pathway (2), Mitophagy - animal (2), Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Osteoclast differentiation (2), cAMP signaling pathway (2), NOD-like receptor signaling pathway (2), TNF signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), Sphingolipid signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Chemokine signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), GnRH signaling pathway (1), Focal adhesion (1)"
"14606",6610,"SMPD2","MedConf","Yes","Sphingolipid signaling pathway","PPAP2A, ASAH1, CERS3, SGPP2, TNFRSF1A, GNB2L1, NGFR","Sphingolipid signaling pathway (4), Cytokine-cytokine receptor interaction (2), Apoptosis (1), Osteoclast differentiation (1), TNF signaling pathway (1), MAPK signaling pathway (1), NF-kappa B signaling pathway (1), Ras signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1)"
"14663",6631,"SNRPC","HighConf","Yes","Spliceosome","SRSF2, SNRPD3, LUC7L, UBC, RBM10","Spliceosome (2)"
"14666",6634,"SNRPD3","HighConf","Yes","Spliceosome","SF3B2, SF3B1, EFTUD2, LUC7L, SNRPC, LSM6, SF3B6, SRRM1, CD2BP2, RAE1, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, NUP43, PAPOLA, RANBP2, NUP155, LSM4, NUP188, PCF11, ZNF473, PRPF8, MFAP1, PLRG1, UBC, CDC5L","Spliceosome (15), RNA transport (6)"
"14674",54212,"SNTG1","MedConf","Yes",NA,"CAV3","Focal adhesion (1)"
"NA.3",NA,NA,NA,NA,NA,NA,NA
"14680",22938,"SNW1","HighConf","Yes","Spliceosome, Notch signaling pathway","SF3B1, EFTUD2, KAT2B, E2F3, RAD21, NOTCH4, TLE2, CCDC94, RBPJ, MFAP1, XAB2, PRPF8, UBC, CDC5L, PLRG1","Spliceosome (6), Notch signaling pathway (3), Thyroid hormone signaling pathway (2), Cell cycle (2), Th1 and Th2 cell differentiation (1)"
"14709",51429,"SNX9","HighConf","Yes",NA,"DNM1, UBC, CLTC","Endocrine and other factor-regulated calcium reabsorption (2), Phospholipase D signaling pathway (1)"
"14714",8835,"SOCS2","MedConf","Yes","Jak-STAT signaling pathway","CNTFR, IL21R, IL3RA, IL12RB2, STAT1","Jak-STAT signaling pathway (5), Cytokine-cytokine receptor interaction (4), Th1 and Th2 cell differentiation (2), Th17 cell differentiation (2), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Apoptosis (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
"14729",10174,"SORBS3","MedConf","Yes",NA,"VCL, ITGA1, PXN, ACTA2","Focal adhesion (3), Regulation of actin cytoskeleton (3), Leukocyte transendothelial migration (2), Relaxin signaling pathway (1), Chemokine signaling pathway (1), ECM-receptor interaction (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
"14761",6667,"SP1","HighConf","Yes","Mitophagy - animal","JUN, NCOA6, HCFC1, E2F3, TAF4, SMAD4, ACACB, NFYB, EPAS1, POU2F1, APOB, NFYC, ARNT, KLF4, EGR1, MAPK13, CEBPD, MT2A, COL1A2, MAT2A, HSD17B4, HMGCS2, MVK, PSMC5, UBC, RELA, HDAC2, HDAC4, CCND2","AGE-RAGE signaling pathway in diabetic complications (6), Th17 cell differentiation (4), Relaxin signaling pathway (4), Cell cycle (4), Th1 and Th2 cell differentiation (3), T cell receptor signaling pathway (3), Osteoclast differentiation (3), NOD-like receptor signaling pathway (3), TNF signaling pathway (3), MAPK signaling pathway (3), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Focal adhesion (3), Apoptosis (2), Sphingolipid signaling pathway (2), Mitophagy - animal (2), RIG-I-like receptor signaling pathway (2), cAMP signaling pathway (2), Platelet activation (2), GnRH signaling pathway (2), Ras signaling pathway (1), Chemokine signaling pathway (1), NF-kappa B signaling pathway (1), Jak-STAT signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Proteasome (1), ECM-receptor interaction (1), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Fc epsilon RI signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1)"
"14805",221178,"SPATA13","MedConf","Yes","Regulation of actin cytoskeleton","CDC42","GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"14814",128497,"SPATA25","MedConf","Yes",NA,"BCL2L1","Apoptosis (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), NOD-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
